direccion,precio,gastos_comunes,caracteristicas,num_caracteristicas,fecha_descarga,fecha_publicacion,titulo,url,latitud,longitud,ciudad,precio_range,id,geometry,from_id,to_id,travel_time,routes,board_stops,alight_stops,ride_times,access_time,egress_time,transfer_time,wait_times,total_time,n_iterations
"Avenida Santa Rosa 991, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 80,52 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 5 meses,Se Arrienda Bello Dep 2 Dorm Metro Matta,https://www.portalinmobiliario.com/MLC-1390837933-se-arrienda-bello-dep-2-dorm-metro-matta-_JM#position=21&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.456703352,-70.64367204,Santiago,"(400000.0, 500000.0]",10825,POINT (-70.64367204 -33.456703352),10825,14995,18.0,['506v'],['PA446'],['PA452'],[7.9],3.8,4.6,0.0,[2.8],19.1,1
"Claudio Gay, Barrio República, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 60.000,48.82 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 8 días por Unne,Departamento En Arriendo De 2 Dorm. 2 Baños Full Electric,https://www.portalinmobiliario.com/MLC-1721183606-departamento-en-arriendo-de-2-dorm-2-banos-full-electric-_JM#position=22&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.4548118,-70.6627743,Santiago,"(400000.0, 500000.0]",10826,POINT (-70.6627743 -33.4548118),10826,14995,9.0,[],[],[],[],,,0.0,[],9.6,58
"Cóndor 1043, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)",420000.0,,50 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 14 días,Arriendo Depto Calle Condor + Estacionamiento + Bodega,https://www.portalinmobiliario.com/MLC-1389550563-arriendo-depto-calle-condor-estacionamiento-bodega-_JM#position=26&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.450280575,-70.64967278928572,Santiago,"(400000.0, 500000.0]",10828,POINT (-70.64967278928572 -33.450280575),10828,14995,24.0,"['229', '507']","['PA197', 'PA449']","['PA57', 'PA322']","[3.4, 5.7]",7.4,3.3,1.2,"[1.2, 1.1]",23.3,1
"Carmen, Santa Isabel, Santiago, RM (Metropolitana)",420000.0,Gastos comunes aproximados $ 90.000,65 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 25 días por Unne,Departamento De 2 Dorm. En Santiago Centro,https://www.portalinmobiliario.com/MLC-1681125026-departamento-de-2-dorm-en-santiago-centro-_JM#position=27&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.4514971,-70.6410987,Santiago,"(400000.0, 500000.0]",10829,POINT (-70.6410987 -33.4514971),10829,14995,25.0,"['204', '507']","['PA119', 'PA445']","['PA121', 'PA322']","[2.0, 10.6]",1.9,3.3,1.3,"[1.4, 3.2]",23.7,5
"Manuel Thompson 4225, Santiago, Estación Central, Chile, San Alberto Hurtado, Estación Central, RM (Metropolitana)",437000.0,,52 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 2 meses por Level Arriendos,Arrienda Depto Mariposa Nuevo En Estación Central,https://www.portalinmobiliario.com/MLC-1710769642-arrienda-depto-mariposa-nuevo-en-estacion-central-_JM#position=29&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.45609686666667,-70.693191,Santiago,"(400000.0, 500000.0]",10831,POINT (-70.693191 -33.45609686666667),10831,14995,26.0,"['L1', '119']","['2', 'PA273']","['83', 'PA276']","[4.8, 4.3]",6.2,4.3,5.8,"[2.3, 1.6]",29.3,1
"San Diego 300 - 600, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana)",440000.0,Gastos comunes aproximados $ 60.000,45 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 11 días,Metro Parque Almagro 2d2b + Terraza,https://www.portalinmobiliario.com/MLC-1390473337-metro-parque-almagro-2d2b-terraza-_JM#position=30&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.4494055,-70.6505685,Santiago,"(400000.0, 500000.0]",10832,POINT (-70.65056850000001 -33.4494055),10832,14995,24.0,"['223', '506']","['PA196', 'PA449']","['PA57', 'PA452']","[4.7, 5.0]",5.3,4.6,1.2,"[2.7, 1.4]",24.8,1
"Hugo Donoso 2352, Santiago, Chile, Franklin - Biobío, Santiago, RM (Metropolitana)",420000.0,,52 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 11 días,"Arriendo Cómodos Deptos  En Barrio Franklin, Santiago",https://www.portalinmobiliario.com/MLC-1718860342-arriendo-comodos-deptos-en-barrio-franklin-santiago-_JM#position=33&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.475724279709574,-70.64133001145738,Santiago,"(400000.0, 500000.0]",10835,POINT (-70.64133001145738 -33.47572427970957),10835,14995,24.0,"['E04', 'L2R', '506']","['PA146', '29', 'PA450']","['PA826', '70', 'PA452']","[3.5, 1.6, 3.0]",2.6,4.6,2.8,"[2.2, 2.1, 4.2]",26.5,1
"Compañía De Jesús 2400 - 2700, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)",420000.0,Gastos comunes aproximados $ 60.000,44 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 10 días,"Barrio Brasil, A Cuadras Metro Cumming",https://www.portalinmobiliario.com/MLC-1390697245-barrio-brasil-a-cuadras-metro-cumming-_JM#position=35&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.4405934,-70.6703275,Santiago,"(400000.0, 500000.0]",10837,POINT (-70.6703275 -33.4405934),10837,14995,22.0,"['514', '119']","['PA430', 'PA271']","['PA297', 'PA276']","[1.4, 7.0]",2.8,4.3,2.0,"[1.4, 2.7]",21.7,2
"Santa Isabel, Carmen, Santa Isabel, Santiago, RM (Metropolitana)",420000.0,Gastos comunes aproximados $ 80.000,41 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 14 días por Easyprop,Departamento En Arriendo De 2 Dorm. En Santiago,https://www.portalinmobiliario.com/MLC-1713038876-departamento-en-arriendo-de-2-dorm-en-santiago-_JM#position=37&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.4471156,-70.6304068,Santiago,"(400000.0, 500000.0]",10839,POINT (-70.6304068 -33.4471156),10839,14995,25.0,"['L5V', '507']","['87', 'PD564']","['35', 'PA322']","[1.5, 15.1]",0.1,3.3,3.2,"[1.6, 2.3]",26.9,3
"Matucana 1161, Parque Los Reyes, Santiago, RM (Metropolitana)",420000.0,Gastos comunes aproximados $ 70.000,50.2 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 31 días por Capitalizarme Rent,Ref:12950**       Arriendo Depto. De 2d + 1b + 1e A 10 Minut,https://www.portalinmobiliario.com/MLC-1663518744-ref12950-arriendo-depto-de-2d-1b-1e-a-10-minut-_JM#position=38&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.450645,-70.6790005,Santiago,"(400000.0, 500000.0]",10840,POINT (-70.6790005 -33.450645),10840,14995,20.0,['507'],['PA2'],['PA433'],[7.9],6.3,3.4,0.0,[2.6],20.2,3
"Santa Ana, Parque Brasil, La Granja, RM (Metropolitana)",425000.0,Gastos comunes aproximados $ 45.000,60 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 11 días por Houm,Departamento Santa Ana Id: 31013,https://www.portalinmobiliario.com/MLC-1719146964-departamento-santa-ana-id-31013-_JM#position=39&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.4382453,-70.659886,Santiago,"(400000.0, 500000.0]",10841,POINT (-70.659886 -33.4382453),10841,14995,22.0,['119'],['PA774'],['PA276'],[9.9],5.1,4.3,0.0,[1.7],20.9,1
"Briones Luco 0355, La Cisterna, Chile, Lo Ovalle, La Cisterna, RM (Metropolitana)",430000.0,Gastos comunes aproximados $ 50.000,43 m² totales / 21 dormitorios / 1 baño,3,2023-06-13,Publicado hace 10 días,Dpto 43m2 Metro Lo Ovalle C/estacionamiento 2 Dorm,https://www.portalinmobiliario.com/MLC-1719206796-dpto-43m2-metro-lo-ovalle-cestacionamiento-2-dorm-_JM#position=46&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.5164126,-70.658566,Santiago,"(400000.0, 500000.0]",10847,POINT (-70.65856599999999 -33.5164126),10847,14995,25.0,"['L2V', 'L2R', '506e']","['47', '29', 'PA450']","['29', '70', 'PA452']","[7.1, 1.6, 2.6]",1.6,4.6,1.3,"[1.3, 1.2, 1.6]",22.9,1
"Rosas 1339, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 89.000,51 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 3 meses,"Rosas - Estilo Mariposa, Excelente ",https://www.portalinmobiliario.com/MLC-1391253315-rosas-estilo-mariposa-excelente-_JM#position=49&search_layout=stack&type=item&tracking_id=0c5376ef-5ce6-4b83-a52c-dac4494b2486,-33.4354521,-70.6563437,Santiago,"(400000.0, 500000.0]",10848,POINT (-70.65634369999999 -33.4354521),10848,14995,24.0,"['505', '121']","['PA264', 'PA310']","['PA248', 'PA276']","[3.9, 9.3]",4.1,4.3,1.9,"[1.6, 1.4]",26.5,1
"Lord Cochrane 1007, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana)",440000.0,Gastos comunes aproximados $ 85.000,54 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 1 año,2 Dorms 2 Baños Estacionamiento Gran Vista A La Cordillera.,https://www.portalinmobiliario.com/MLC-1391881387-2-dorms-2-banos-estacionamiento-gran-vista-a-la-cordillera-_JM#position=1&search_layout=stack&type=item&tracking_id=8eb1a8cb-0ea7-4da9-b596-6aa6881aa43e,-33.458872199999995,-70.65369898064516,Santiago,"(400000.0, 500000.0]",10850,POINT (-70.65369898064516 -33.45887219999999),10850,14995,17.0,['506'],['PA449'],['PA452'],[4.4],5.6,4.6,0.0,[1.4],16.0,1
"Arturo Prat 655, San Diego, Santiago, RM (Metropolitana)",430000.0,,31 m² totales / 1 dormitorio / 1 baño,3,2023-06-13,Publicado hace 20 días por Assetplan Chile,Edificio Arturo Prat Vista Poniente Piso 9,https://www.portalinmobiliario.com/MLC-1386938933-edificio-arturo-prat-vista-poniente-piso-9-_JM#position=2&search_layout=stack&type=item&tracking_id=8eb1a8cb-0ea7-4da9-b596-6aa6881aa43e,-33.453290132,-70.64858484,Santiago,"(400000.0, 500000.0]",10851,POINT (-70.64858484 -33.453290132),10851,14995,24.0,['509'],['PA55'],['PA452'],[7.7],8.7,4.6,0.0,[2.7],23.7,17
"Mario Kreutzberger 1500 - 1800, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",420000.0,Gastos comunes aproximados $ 90.000,45 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 27 días,Departamento A Pasos Del Metro Santa Ana ,https://www.portalinmobiliario.com/MLC-1674964122-departamento-a-pasos-del-metro-santa-ana-_JM#position=8&search_layout=stack&type=item&tracking_id=8eb1a8cb-0ea7-4da9-b596-6aa6881aa43e,-33.4358435,-70.6593312,Santiago,"(400000.0, 500000.0]",10854,POINT (-70.6593312 -33.4358435),10854,14995,21.0,"['L2R', '506e']","['4', 'PA450']","['70', 'PA452']","[4.4, 2.6]",5.9,4.6,1.3,"[3.6, 1.0]",23.3,4
"Placilla 149, San Alberto Hurtado, Estación Central, RM (Metropolitana)",420000.0,Gastos comunes aproximados $ 80.000,2 dormitorios / 2 baños,2,2023-06-13,Publicado hace 13 días por Knockit,"Placilla 149 , 2d2b , Estacion Central.",https://www.portalinmobiliario.com/MLC-1713753314-placilla-149-2d2b-estacion-central-_JM#position=13&search_layout=stack&type=item&tracking_id=8eb1a8cb-0ea7-4da9-b596-6aa6881aa43e,-33.45707975172413,-70.69411107931035,Santiago,"(400000.0, 500000.0]",10856,POINT (-70.69411107931035 -33.45707975172413),10856,14995,24.0,['506e'],['PI545'],['PA433'],[10.6],10.7,3.4,0.0,[3.0],27.7,8
"San Martin 841, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",415000.0,Gastos comunes aproximados $ 65.000,48 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 13 días por Unne,Departamento En Arriendo De 2 Dorm. En Santiago,https://www.portalinmobiliario.com/MLC-1390007017-departamento-en-arriendo-de-2-dorm-en-santiago-_JM#position=17&search_layout=stack&type=item&tracking_id=8eb1a8cb-0ea7-4da9-b596-6aa6881aa43e,-33.4336937,-70.6586603,Santiago,"(400000.0, 500000.0]",10859,POINT (-70.65866029999999 -33.4336937),10859,14995,24.0,"['409', '119']","['PA49', 'PA774']","['PA774', 'PA276']","[1.1, 10.3]",1.9,4.3,0.0,"[2.0, 1.5]",21.0,5
"Moneda 1500 - 1800, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",440000.0,Gastos comunes aproximados $ 90.000,56 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 12 días,Arriendo Departamento Cod. 610,https://www.portalinmobiliario.com/MLC-1390382801-arriendo-departamento-cod-610-_JM#position=28&search_layout=stack&type=item&tracking_id=8eb1a8cb-0ea7-4da9-b596-6aa6881aa43e,-33.4426584,-70.6575597,Santiago,"(400000.0, 500000.0]",10864,POINT (-70.65755969999999 -33.4426584),10864,14995,24.0,"['L2R', '506']","['44', 'PA450']","['70', 'PA452']","[2.6, 3.0]",11.0,4.6,1.3,"[2.3, 1.1]",25.9,2
"Av Libertador Bernardo O'higgins 4103, San Alberto Hurtado, Estación Central, RM (Metropolitana)",415000.0,Gastos comunes aproximados $ 90.000,46.19 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 35 días por Assetplan Chile,Edificio Av Libertador Bernardo O'higgins (1 Est. 1 Bod.) V,https://www.portalinmobiliario.com/MLC-1382403435-edificio-av-libertador-bernardo-ohiggins-1-est-1-bod-v-_JM#position=30&search_layout=stack&type=item&tracking_id=8eb1a8cb-0ea7-4da9-b596-6aa6881aa43e,-33.4371294,-70.6352887,Santiago,"(400000.0, 500000.0]",10865,POINT (-70.6352887 -33.4371294),10865,14995,26.0,"['L5V', 'L2R', '509']","['6', '4', 'PA450']","['4', '70', 'PA452']","[4.6, 4.4, 3.3]",3.1,4.6,1.3,"[1.4, 2.7, 1.9]",27.3,1
"Gorbea 2510, Santiago, Chile, Barrio República, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 70.000,50 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 4 meses,Amoblado !!! Gorbea/  Barrio Universitario República ,https://www.portalinmobiliario.com/MLC-1391385047-amoblado-gorbea-barrio-universitario-republica-_JM#position=31&search_layout=stack&type=item&tracking_id=8eb1a8cb-0ea7-4da9-b596-6aa6881aa43e,-33.45426634571428,-70.67080495,Santiago,"(400000.0, 500000.0]",10866,POINT (-70.67080495 -33.45426634571428),10866,14995,16.0,['507'],['PA457'],['PA433'],[3.1],4.8,3.4,0.0,[1.9],13.1,10
"Cerro Blanco, Recoleta, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 90.000,46 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 39 días,Oportunidad 2 Habitaciones En Suite Estilo Mariposa,https://www.portalinmobiliario.com/MLC-1380452219-oportunidad-2-habitaciones-en-suite-estilo-mariposa-_JM#position=37&search_layout=stack&type=item&tracking_id=8eb1a8cb-0ea7-4da9-b596-6aa6881aa43e,-33.4227541,-70.6450518,Santiago,"(400000.0, 500000.0]",10870,POINT (-70.6450518 -33.4227541),10870,14995,25.0,"['L2V', 'L2R', '506']","['13', '12', 'PA450']","['12', '70', 'PA452']","[2.4, 6.8, 3.0]",0.4,4.6,1.3,"[2.2, 3.4, 1.8]",25.8,16
"Briones Luco 0957, Lo Ovalle, La Cisterna, RM (Metropolitana)",430000.0,Gastos comunes aproximados $ 50.000,2 dormitorios / 1 baño,2,2023-06-13,Publicado hace 38 días por Easyprop,Departamentos Nuevos En Arriendo De 2 Dorm. En La Cisterna,https://www.portalinmobiliario.com/MLC-1626777734-departamentos-nuevos-en-arriendo-de-2-dorm-en-la-cisterna-_JM#position=44&search_layout=stack&type=item&tracking_id=8eb1a8cb-0ea7-4da9-b596-6aa6881aa43e,-33.5164126,-70.658566,Santiago,"(400000.0, 500000.0]",10876,POINT (-70.65856599999999 -33.5164126),10876,14995,25.0,"['L2V', 'L2R', '506']","['47', '29', 'PA450']","['29', '70', 'PA452']","[7.1, 1.6, 3.0]",1.6,4.6,1.3,"[1.1, 1.5, 2.8]",24.6,1
"Matucana 1161, Parque Los Reyes, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 70.000,49.4 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 31 días por Capitalizarme Rent,Ref:13313**      Arriendo 2 Dor + 1bañ En Matucana $430.000,https://www.portalinmobiliario.com/MLC-1663018610-ref13313-arriendo-2-dor-1ban-en-matucana-430000-_JM#position=49&search_layout=stack&type=item&tracking_id=8eb1a8cb-0ea7-4da9-b596-6aa6881aa43e,-33.450645,-70.6790005,Santiago,"(400000.0, 500000.0]",10880,POINT (-70.6790005 -33.450645),10880,14995,20.0,"['L1', 'L2R', '506v']","['26', '44', 'PA450']","['44', '70', 'PA452']","[3.4, 2.6, 3.3]",4.2,4.6,1.3,"[2.4, 1.1, 1.8]",24.7,2
"Catedral, 1885, Barrio Brasil, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 50.000,37 m² totales / 1 dormitorio / 1 baño,3,2023-06-13,Publicado hace 15 días por Re/max Select,"Se Arrienda Depto 1dorm, Amoblado, Santiago Centro",https://www.portalinmobiliario.com/MLC-1710710126-se-arrienda-depto-1dorm-amoblado-santiago-centro-_JM#position=7&search_layout=stack&type=item&tracking_id=b6b62e2a-7ad2-4d61-901f-d0e0c3cfb5fa,-33.439893,-70.6757129,Santiago,"(400000.0, 500000.0]",10886,POINT (-70.67571289999999 -33.439893),10886,14995,26.0,"['505', '119']","['PA428', 'PA271']","['PA297', 'PA276']","[4.2, 7.0]",2.6,4.3,2.0,"[3.5, 7.0]",30.6,2
"Matucana 1161, Parque Los Reyes, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 70.000,49.4 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 31 días por Capitalizarme Rent,Ref:10695**         Arriendo 2dor + 1bañ En Matucana $430.00,https://www.portalinmobiliario.com/MLC-1383961873-ref10695-arriendo-2dor-1ban-en-matucana-43000-_JM#position=11&search_layout=stack&type=item&tracking_id=b6b62e2a-7ad2-4d61-901f-d0e0c3cfb5fa,-33.450645,-70.6790005,Santiago,"(400000.0, 500000.0]",10889,POINT (-70.6790005 -33.450645),10889,14995,20.0,"['511', '506v']","['PA368', 'PA289']","['PA832', 'PA433']","[4.0, 3.2]",3.7,3.4,2.4,"[4.8, 1.6]",23.2,1
"Av. San Pablo 4629, Quinta Normal, RM (Metropolitana)",430000.0,,45 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 7 días por Assetplan Chile,Edificio Av. San Pablo (1 Est. 1 Bod.) Vista Norte Piso 7,https://www.portalinmobiliario.com/MLC-1391423247-edificio-av-san-pablo-1-est-1-bod-vista-norte-piso-7-_JM#position=15&search_layout=stack&type=item&tracking_id=b6b62e2a-7ad2-4d61-901f-d0e0c3cfb5fa,-33.4349162,-70.6688562,Santiago,"(400000.0, 500000.0]",10893,POINT (-70.66885619999999 -33.4349162),10893,14995,21.0,['121'],['PA309'],['PA276'],[10.5],0.8,4.3,0.0,[3.0],18.6,25
"Metro Santa Lucía, Santa Isabel, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 85.000,46 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 21 días por Unne,Departamento Metro Santa Lucía De 2 Dorm. En Santiago,https://www.portalinmobiliario.com/MLC-1386845207-departamento-metro-santa-lucia-de-2-dorm-en-santiago-_JM#position=16&search_layout=stack&type=item&tracking_id=b6b62e2a-7ad2-4d61-901f-d0e0c3cfb5fa,-33.442229,-70.6448101,Santiago,"(400000.0, 500000.0]",10894,POINT (-70.6448101 -33.442229),10894,14995,23.0,"['L1', 'L2R', '506v']","['89', '44', 'PA450']","['44', '70', 'PA452']","[3.2, 2.6, 3.0]",2.7,4.6,1.3,"[1.7, 3.2, 1.3]",23.5,1
"Parque Almagro, Parque Almagro, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 70.000,54 m² totales / 2 dormitorios / 1 baño,3,2023-06-13,Publicado hace 35 días por Milá Propiedades,Departamento En Arriendo De 2 Dorm 1 Baño Con Estac.,https://www.portalinmobiliario.com/MLC-1382027943-departamento-en-arriendo-de-2-dorm-1-bano-con-estac-_JM#position=17&search_layout=stack&type=item&tracking_id=b6b62e2a-7ad2-4d61-901f-d0e0c3cfb5fa,-33.4513599,-70.6505912,Santiago,"(400000.0, 500000.0]",10895,POINT (-70.65059119999999 -33.4513599),10895,14995,22.0,"['L3', '506']","['115', 'PA446']","['116', 'PA452']","[2.2, 8.0]",0.3,4.6,2.1,"[4.0, 1.2]",22.3,13
"Club Hipico, Barrio República, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 120.000,38.11 m² totales / 1 dormitorio / 1 baño,3,2023-06-13,Publicado hace 7 días,Departamento En Arriendo De 1 Dorm. En Santiago,https://www.portalinmobiliario.com/MLC-1391252173-departamento-en-arriendo-de-1-dorm-en-santiago-_JM#position=24&search_layout=stack&type=item&tracking_id=b6b62e2a-7ad2-4d61-901f-d0e0c3cfb5fa,-33.4553772,-70.665047,Santiago,"(400000.0, 500000.0]",10901,POINT (-70.665047 -33.4553772),10901,14995,5.0,[],[],[],[],,,0.0,[],6.0,60
"Huerfanos 1400, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",450000.0,Gastos comunes aproximados $ 120.000,50 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 4 meses,"Depto. 2 Dormitorios 2 Baños, Bodega Centro Civico Stgo",https://www.portalinmobiliario.com/MLC-1379186729-depto-2-dormitorios-2-banos-bodega-centro-civico-stgo-_JM#position=25&search_layout=stack&type=item&tracking_id=b6b62e2a-7ad2-4d61-901f-d0e0c3cfb5fa,-33.4403369,-70.6568925,Santiago,"(400000.0, 500000.0]",10902,POINT (-70.6568925 -33.4403369),10902,14995,25.0,['509'],['PA52'],['PA452'],[13.9],4.9,4.6,0.0,[2.0],25.4,5
"Morandé 900 - 1200, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",424062.0,Gastos comunes aproximados $ 90.000,50 m² totales / 2 dormitorios / 2 baños,3,2023-06-13,Publicado hace 21 días,Departamento 2d2b - Semi Amoblado,https://www.portalinmobiliario.com/MLC-1386602389-departamento-2d2b-semi-amoblado-_JM#position=27&search_layout=stack&type=item&tracking_id=b6b62e2a-7ad2-4d61-901f-d0e0c3cfb5fa,-33.4441961,-70.6529883,Santiago,"(400000.0, 500000.0]",10904,POINT (-70.6529883 -33.4441961),10904,14995,22.0,"['229', '509']","['PA215', 'PA55']","['PA55', 'PA452']","[4.1, 7.7]",3.6,4.6,0.0,"[1.8, 2.3]",24.1,1
